,title,vote_average,release_date,runtime,genres
297002,Hard Hit,1.0,2020-12-30,63,Action
333018,The Water of Life,4.0,1987-09-30,89,Fantasy
170241,The Sound of Identity,7.0,2020-08-22,90,Documentary
118893,Oh! Man,6.1,2004-03-15,71,"Documentary, War"
299288,Haunted Transylvania,10.0,2016-10-31,81,"Horror, Family, Animation"
275832,Pervert Observation Shame Hole Bare,8.0,2018-02-02,70,Drama
832912,The Tale of The Three Bears,0.0,2000-01-01,60,Animation
69171,To Love Someone,5.4,2007-09-28,92,Drama
180423,Sin of Innocence,5.75,1986-03-26,94,"Drama, Romance, TV Movie"
133877,Bert & Dickie,5.8,2012-07-25,89,"Drama, History, TV Movie"
74375,Eyes of Youth,5.9,1919-11-29,64,Drama
5640,The Last House on the Left,5.94,1972-08-30,84,"Horror, Thriller"
216137,Meenamasathile Suryan,5.2,1986-05-28,117,"Drama, Action"
365464,The Journey: A Music Special from Andrea Bocelli,0.0,2023-04-02,90,"Music, Documentary"
37154,Home,7.063,2021-07-29,100,Drama
127365,Strange Victory,6.0,1948-09-25,71,Documentary
105551,Love's Greek to Me,6.0,2023-06-10,84,"TV Movie, Comedy, Romance"
956728,Wong Fei-Hung Goes to a Birthday Party at Guanshan,0.0,1956-10-20,111,Action
86021,Love Map,6.8,2021-09-22,85,"TV Movie, Comedy, Romance, Family"
835722,I Love Miss Fox,0.0,1993-09-23,94,"Romance, Comedy"
118836,The Kitchen Toto,6.6,1988-04-29,95,Drama
931917,Il conte di Matera,0.0,1957-12-06,85,Adventure
65855,Fallen Stars,6.0,2017-03-14,88,Comedy
309696,IPAD KID,10.0,2024-07-25,100,"Music, Animation"
848723,Blues Pills - Live at Crossroads Festival 2013,0.0,2014-05-05,60,Music
50224,The Crypt,4.35,2009-07-15,84,Horror
322361,Captain Enrico’s Watch,7.0,1967-11-16,72,"Adventure, Comedy, Family"
84302,L′Abri,5.8,2002-03-08,90,"Romance, Drama"
15663,Together Together,6.551,2021-04-23,90,Comedy
141348,A Town Called Panic: Double Fun,8.0,2016-09-24,62,"Animation, Comedy"
131291,Henri Langlois: The Phantom of the Cinémathèque,6.75,2005-03-02,128,Documentary
12368,Hombre,7.041,1967-03-21,111,Western
789534,Guai ai vinti,0.0,1954-09-15,98,Drama
72487,Romance to the Rescue,5.8,2022-01-28,84,"TV Movie, Comedy, Romance"
387875,Engaged by Christmas,0.0,2024-12-22,90,"Romance, TV Movie"
553167,This Is the BBC,0.0,1960-06-29,65,Documentary
958565,Determined Amateurs,0.0,2021-06-22,65,Documentary
182256,Reflections on Ice: Michelle Kwan Skates to the Music of Disney's 'Mulan',7.0,1998-06-16,60,"Family, Music"
90174,Hank and Asha,5.125,2013-01-19,73,"Comedy, Romance"
61649,Dust Be My Destiny,6.143,1939-09-16,88,"Crime, Drama"
115834,La risa en vacaciones 2,4.0,1991-04-04,88,Comedy
756169,The Camp,0.0,1992-04-15,93,"Comedy, Family, Adventure"
754927,The Fear Of The Bottom,0.0,2018-02-07,92,Drama
208750,The Reformer and the Redhead,6.5,1950-05-05,90,"Comedy, Romance"
168853,I'm Ugly But Trendy,5.3,2005-12-16,60,Documentary
1008959,Love at Dal Lake,0.0,2021-03-21,156,Romance
157433,Shameless Co-eds,2.3,2006-10-19,77,Drama
35381,Gold Dust,5.6,2020-04-07,100,"Comedy, Adventure"
1022322,Pictures From Iraq,0.0,2022-07-05,60,"Documentary, War"
104872,El rey del tomate,5.0,1963-08-07,94,"Romance, Comedy, Drama"
66500,The House of Lost Women,5.1,1983-06-30,90,Drama
148738,The Incredible Journey of Doctor Meg Laurel,6.0,1979-01-02,145,"Drama, TV Movie, Adventure"
44528,All Souls Day: Dia de los Muertos,5.0,2005-01-22,88,Horror
193197,Bobbili Raja,5.5,1990-09-14,155,Romance
67542,Back to God's Country,6.4,1919-10-27,73,"Romance, Adventure, Western"
268312,Do Dooni Panj,8.0,2019-01-11,132,Drama
794987,Il cavaliere dalla spada nera,0.0,1956-10-13,82,Adventure
73489,Shotgun Wedding,5.182,2013-04-02,92,"Comedy, Crime, Romance"
913568,Mat Moto Otai,0.0,2016-10-06,89,Comedy
777284,Bohemia,0.0,2014-05-14,102,"Music, Drama"
176939,Vier Mädels aus der Wachau,4.5,1957-08-01,96,Comedy
964667,"The Magic Mirror Number Bus A Beautiful Mature Woman Vs A Young Handsome Man Spasmic Orgasmic Creampie Nampa Seduction At The Ikebukuro Station West Exit, In Front Of The Department Store",0.0,2020-03-12,140,Documentary
964289,Sarah Young Private Fantasies 16,0.0,1991-04-01,100,Romance
203859,Doomed Love,6.0,1943-10-11,128,"Drama, Romance"
441055,A Canarian Dream,0.0,1999-01-01,60,Documentary
116450,Black Ice,5.25,1992-12-03,95,"Drama, Thriller"
190569,Too Much Gold for One Gringo,5.5,1972-08-19,98,Western
82044,Sergeants 3,5.4,1962-02-10,112,"Action, Comedy, Western, Adventure"
877507,Obituary of a Beast,0.0,1985-01-01,60,Documentary
749654,Autistic Disco,0.0,2007-06-24,82,Drama
67111,S*P*Y*S,5.417,1974-09-05,87,"Action, Comedy"
56139,Home Sick,3.75,2007-06-14,89,Horror
196778,Bleeke Bet,5.5,1934-09-06,111,"Comedy, Drama"
448607,Take What You Can Get,0.0,2021-10-05,121,Drama
567972,Women Want Everything!,0.0,2024-01-02,90,Comedy
755506,The Mayor's Race,0.0,2018-02-03,80,Documentary
122332,"Eldridge Cleaver, Black Panther",8.4,1970-08-24,75,"History, Documentary"
154278,Silina,5.8,2009-03-03,93,"Drama, Music"
26107,Castle Freak,4.429,2020-12-04,106,Horror
41035,Chhapaak,7.556,2020-01-10,123,Drama
862211,Comedy Club Shoot-out: Vol. 1,0.0,2006-10-10,76,Comedy
14118,Barbie & Her Sisters in A Pony Tale,6.887,2013-10-07,72,"Animation, Family"
61217,Concerning Violence,6.929,2014-01-17,85,Documentary
321390,Masterminds,4.0,2013-05-28,89,"Crime, Drama"
420200,Killer 2,0.0,2003-11-10,74,Crime
110944,Para todas tengo,4.6,1990-04-05,84,Comedy
653255,Have I Come to Cry?,0.0,1960-09-11,92,"Drama, Romance"
878795,Chitram Bhalare Vichitram,0.0,1992-03-05,150,Comedy
857021,Paris Tokyo Paysage,0.0,2013-02-09,91,Drama
780612,Fists for Revenge,0.0,1975-05-22,83,"Crime, Action, Drama"
1042531,Halestorm - Happy Hale-I-Days,0.0,2021-12-23,90,Music
188838,Bessho Tea Factory,8.5,2014-06-24,64,Documentary
114393,I Am Britney Jean,7.3,2013-12-22,85,"Documentary, Music"
231310,The Wager,4.0,2020-09-21,93,"Drama, Thriller"
111357,Bola de Nieve,5.6,2003-04-28,73,Documentary
821091,Yaranamadım,0.0,1985-01-01,80,Drama
79084,Runaway!,5.222,1973-09-29,73,"Thriller, TV Movie"
311983,New Year's Concert 2014,8.0,2014-02-04,156,Music
779595,The ROH Live: The Dream / Symphonic Variations / Marguerite and Armand,0.0,2017-06-07,175,Music
928169,Unser Opa ist der Beste,0.0,1995-01-01,89,Comedy
319977,Indera Bangsawan,6.0,1961-01-01,123,"Drama, Romance"
185899,Heart of Stone,10.0,2019-09-04,89,Documentary
1027103,Trevor McDonald and the Killer Nurse,0.0,2018-10-24,60,"Documentary, Crime"
186339,The Creation: The Earth Is a Witness,5.2,2010-05-24,105,Documentary
652688,Hot For My Stepmom Vol. 2,0.0,2023-10-04,146,Romance
100453,Islamic Exorcist,5.5,2017-05-26,85,Horror
66525,The Witches Attack,6.6,1968-02-23,76,"Horror, Fantasy, Thriller"
794069,Kimlik,0.0,1988-04-01,92,Drama
62347,"Love, etc.",5.607,1996-11-27,105,"Drama, Romance"
173751,The App That Stole Christmas,3.7,2020-11-19,63,"Comedy, Family, Drama"
199423,Custody of the Heart,3.5,2000-08-28,91,"Drama, TV Movie"
129507,Stille Liebe,4.2,2001-11-10,90,Drama
9106,Halloweentown II: Kalabar's Revenge,6.823,2001-10-12,81,"Adventure, Family, Fantasy, TV Movie"
765651,Manic,0.0,2017-04-30,84,Documentary
9498,Amateur,6.415,2018-04-06,96,Drama
1945,Rushmore,7.418,1998-12-11,93,"Comedy, Drama"
813884,Santa Cruz - Speed Freaks,0.0,1989-01-01,72,Documentary
219561,London's Burning: The Movie,8.5,1986-12-07,100,"Drama, TV Movie"
827282,We Visited Southeast Asia,0.0,1973-08-02,81,Comedy
910982,I Went to Hang Out At a Friend’s House ...,0.0,2015-04-09,180,Drama
204725,Raportti eli balladi laivatytöistä,4.0,1964-09-04,88,Drama
16643,Straight from the Barrio,7.935,2008-10-10,107,"Drama, Action, Crime"
296359,Nothing But the Blood,1.0,2020-07-31,89,"Horror, Thriller, Drama"
41559,Chained for Life,6.0,2018-06-25,91,Drama
652389,Ninjago: - Crystalized,0.0,2022-05-27,259,Animation
86762,Hedd Wyn,5.5,1992-01-01,123,"War, Drama"
42803,Why Me?,6.92,2015-02-27,125,"Thriller, Crime, Drama"
409707,Diagnosis: Dissent,0.0,2023-10-09,119,"Drama, History"
324739,Nashville Rebel,8.0,1966-01-01,95,"Drama, Music"
461128,Μη Άσματα,0.0,2022-03-17,66,"Comedy, Music"
150120,AC/DC: Dirty Deeds,6.7,2012-04-06,65,"Music, Documentary"
15353,Gladiators of Rome,5.7,2012-10-18,94,"Animation, Family"
947932,He Drives at Night,0.0,2019-12-12,70,"Horror, Thriller"
103429,Mr. Chief,7.7,1990-03-02,80,Drama
54660,The Ballad of Josie,5.912,1968-02-01,102,"Comedy, Western"
311342,Cool Apocalypse,10.0,2015-05-02,73,"Comedy, Drama, Romance"
753153,The Family,0.0,1998-01-01,103,Drama
58096,Love Strikes Twice,6.25,2021-10-02,84,"TV Movie, Comedy, Romance, Mystery"
281218,California Dreaming,5.0,2019-03-08,105,Documentary
453674,Sum 41 - Cross the T's and Gouge Your I's,0.0,2002-11-26,65,Documentary
166193,The Estate,4.0,2011-08-01,88,Crime
904620,Professor Columbus,0.0,1968-05-23,93,Comedy
17887,Come Back to Me,5.632,2014-07-25,90,Horror
608163,The Next Day,0.0,2024-07-15,67,Drama
816205,Mardi Gras Raw: The Movie,0.0,2002-10-05,60,Documentary
94727,A Deal With The Universe,5.4,2019-04-12,92,Documentary
180056,Birds of a Feather 2,9.5,2018-11-01,89,Drama
295063,Broken Spectre,8.0,2022-10-01,74,Documentary
345909,Coming Out Party,1.0,2003-10-14,80,"Comedy, Drama"
886621,Fighting to Live,0.0,1934-04-06,60,"Comedy, Western, Drama, Action, Adventure"
145517,Impunity,5.5,2010-05-17,85,Documentary
484322,Tratante de blancas,0.0,2018-01-01,96,Drama
870525,The Turtles: Happy Together,0.0,1991-01-15,90,"Music, Documentary"
423648,Musallat 3,0.0,2023-02-03,90,"Horror, Thriller"
971143,Faree,0.0,2021-03-29,97,Drama
933554,Que Viva Glauber!,0.0,1991-01-01,61,Documentary
626543,Arsenal vs Man united,0.0,2024-05-09,90,Action
343110,How Selfish I Am!,6.0,2013-10-26,106,"Romance, Drama"
265420,The Girl of the Taverna,2.0,1952-01-01,76,Drama
507756,Going Varsity in Mariachi,0.0,2023-01-22,105,Documentary
134540,Sholem Aleichem: Laughing In The Darkness,6.2,2012-02-24,93,Documentary
866085,Tierärztin Christine III: Abenteuer in Südafrika,0.0,1998-05-31,90,"Adventure, Drama, Romance"
367737,Honto Ni Atta! Noroi No Video 75,0.0,2018-01-04,87,Horror
756127,"In Venice, One Night",0.0,1937-11-19,86,"Drama, Thriller"
35288,Family Honour,7.7,1976-09-07,95,Drama
198614,The Official Hangover Parody,9.0,2012-08-28,153,Comedy
47082,The Dinner Party,4.2,2020-05-29,116,"Horror, Thriller"
883091,Maafa Legacy,0.0,2008-11-04,118,Documentary
848323,Sherri Shepherd: It's My Time to Talk,0.0,2013-06-21,60,Comedy
93647,Nerrukku Ner,6.4,1997-09-01,151,"Drama, Family"
399297,Fictional,0.0,2024-09-20,90,"Romance, Drama"
752177,Lisa,0.0,1996-10-03,105,Drama
163179,3 Friends,5.0,2005-09-15,75,Documentary
200525,Shadow of the Eagle,7.0,1950-09-11,93,Drama
33297,The Nutcracker,5.408,1993-11-24,93,"Fantasy, Music, Family"
516309,The Gambler,0.0,1965-07-10,90,Crime
47463,A Sky Full of Stars for a Roof,5.714,1968-08-14,97,Western
84433,Katamarayudu,5.444,2017-03-24,149,"Action, Family"
334750,My Friend Henry,7.0,2004-08-20,93,Drama
919922,SuperCroc,0.0,2001-10-25,96,Documentary
139594,The Jade Pussycat,5.5,1977-07-21,80,Crime
193355,Broadway Bound,7.0,1992-03-22,90,"Comedy, Drama, TV Movie"
193612,Pardon Youtube,4.0,2016-12-26,62,Documentary
255813,My MMXXII,2.0,2023-01-03,172,Documentary
254608,Puccini: Madama Butterfly,9.0,2017-03-30,180,Music
57403,Green Day: Awesome as Fuck,8.1,2011-03-22,80,Music
77506,Gold of the Seven Saints,6.85,1961-02-18,88,"Adventure, Western"
119590,UFC 214: Cormier vs. Jones 2,6.8,2017-07-29,179,Action
666686,Only an Excuse? Live '97,0.0,1997-01-01,100,Comedy
74180,Shadow of a Woman,4.2,1946-09-14,78,Drama
299505,The Ride,2.0,2000-08-27,120,Drama
208401,"Oh, Johnny, How You Can Love!",5.5,1940-01-01,63,"Romance, Comedy, Music"
81774,Pussycat,6.222,2009-12-10,95,"Comedy, Drama"
131859,Puthukkottayile Puthumanavalan,6.0,1995-07-20,115,Comedy
745883,Kapop,0.0,2003-05-25,70,"Romance, Drama, Horror"
136545,All the Gold in the World,3.8,1968-02-27,90,"Comedy, Music, Romance"
27460,We Believed,6.5,2010-11-12,170,"History, Drama, Adventure"
199501,Encore,4.0,1980-10-02,93,Drama
30172,Welcome to Willits,4.159,2016-11-11,82,Horror
932803,Madame Baptiste,0.0,1974-03-29,92,History
886606,Blood Must Flow - Undercover Among Nazis,0.0,2012-02-16,87,Documentary
967629,Tatak ng Alipin,0.0,1975-11-28,127,"Action, Adventure"
57229,A Near Death Experience,5.0,2008-01-06,89,"TV Movie, Mystery, Drama, Horror"
144545,Ghost Writer 2,7.0,2022-07-21,115,"Comedy, Horror"
457216,"She's Only Had Sex 3 Times So She's Practically A Virgin!! Plump, Cute Non-Nude Erotica Idol With Marshmallow G-Cup Tits Makes Her Porn Debut. Ran Yuki",0.0,2019-05-13,170,Documentary
507899,Platinum,0.0,2022-12-06,123,"Crime, Drama"
140584,Doctor Who: The Sea Devils,7.5,1972-04-01,150,"Science Fiction, Drama, Adventure"
112176,Perdóname Todo,5.2,1995-05-25,113,Drama
164182,Danube,4.333,2021-11-20,63,"Documentary, History"
82506,Ho Mann Jahaan,6.1,2015-12-31,170,"Drama, Music"
635532,Kolahalam,0.0,2024-03-22,95,"Drama, Comedy"
157646,Red Hot Chili Peppers - Live at Fuji Rock Festival,8.3,2006-07-29,85,Music
281458,Nu börjar livet,1.0,1948-08-16,91,Drama
416897,Magic Mountain,0.0,2023-05-06,74,Documentary
452851,AMBI-088 I Remember That The Student Council President Was A Plain Jane And Quiet Presence In Our,0.0,2018-03-01,122,Drama
319038,"Buy Now, Die Later",5.0,2015-12-25,118,"Comedy, Horror, Thriller"
190413,Behind the Block,8.0,2011-10-25,62,Documentary
984569,Nineveh,0.0,1983-04-01,85,War
55577,Prosecuting Casey Anthony,5.735,2013-01-19,85,Drama
835715,Was It Only a Paper Moon?,0.0,1997-05-01,89,"Documentary, Science Fiction"
102238,Keepers of the Magic,7.2,2016-10-01,78,Documentary
277322,Handyman from Hell,8.0,2023-10-19,87,"Thriller, TV Movie, Drama"
3134,Sisu,7.532,2023-01-27,91,"Action, War"
945358,"O, Brazen Age",0.0,2015-12-31,80,Drama
780982,Filthy Amateur 5,0.0,2017-10-05,110,Fantasy
72102,The Vampire Happening,5.8,1971-06-04,102,"Horror, Comedy"
61095,Trail of the Screaming Forehead,5.4,2008-06-08,81,"Comedy, Science Fiction"
393151,The Runaway Sisters,0.0,1973-01-01,64,Drama
204249,Communication & Lies,3.5,2017-11-09,103,Drama
234985,"Corrupted By An Unmatchable Mistress Who Lets Me Cum Inside Her While My Wife Is Away Visiting Her Parents, Starring Mizuki Aiga",10.0,2021-10-05,150,Drama
31159,Eva,6.3,1962-10-03,100,Drama
238599,Hoop It Up,5.0,2019-05-30,108,Drama
71498,The Big Bee,6.091,2015-09-12,138,Thriller
350462,Vendetta,5.0,1993-06-24,85,"Thriller, Horror, Crime"
512733,The Sands of Time,0.0,1992-11-23,96,"Drama, War, TV Movie"
347111,Do You Believe in Swedish Sin?,2.0,1970-04-03,86,Comedy
794524,Night Boat,0.0,2019-05-25,79,Horror
268540,Barbarella: A Kinky Parody,10.0,2014-09-24,180,"Comedy, Science Fiction"
858249,One Too Many,0.0,1950-12-01,110,Drama
157201,No Ordinary Hero: The SuperDeafy Movie,5.3,2013-10-01,79,"Comedy, Drama, Family"
176183,Nat-ekspressen (P. 903),7.0,1942-10-01,88,"Crime, Drama"
813554,Daily Chicken,0.0,1997-07-24,89,Horror
467667,X-Mix-1: The MFS-Trip,0.0,1993-08-01,64,"Music, Animation"
963393,Martin Parr’s Black Country Stories: Turkey & Tinsel,0.0,2014-04-03,60,Documentary
964832,Fantastiska pappa,0.0,1978-01-06,117,"Comedy, TV Movie"
576727,The Trail of Tears: John Ross,0.0,1970-04-30,87,"Drama, TV Movie"
550546,Posted Grudge Spirit Footage Vol.78: Reversal Edition,0.0,2021-11-03,61,Horror
998687,Peggy Ray,0.0,2017-10-18,80,"Western, Comedy"
216637,La Venganza De Los Mendoza,5.0,2017-05-01,93,Action
288824,Scandinavian Silence,7.0,2019-03-29,80,"Drama, Thriller"
651397,Humor Me,0.0,2023-09-14,77,Comedy
428014,Tailor Story,0.0,2011-01-01,117,"Drama, Romance"
60526,Play the Devil,4.533,2016-06-04,90,Drama
306777,Lasisydän,6.0,1959-10-16,97,Comedy
847250,Belleville,0.0,2014-09-05,90,"Fantasy, Drama, Family"
911514,Disturbed,0.0,2017-01-24,102,"Thriller, Horror, Mystery"
52389,Non ci resta che ridere,3.4,2019-05-02,86,Comedy
285369,"Civil War (Or, Who Do We Think We Are)",2.0,2021-06-17,100,Documentary
5583,Harsh Times,6.431,2005-09-11,116,"Crime, Drama, Thriller, Action"
35357,Kireedam,7.662,1989-07-07,127,"Drama, Action"
176893,Beyond the Trophy,3.8,2012-08-31,99,"Action, Crime, Drama"
174181,Young Bodies Heal Quickly,5.7,2014-04-19,102,"Drama, Comedy"
255490,Impreza,6.0,2017-10-01,75,Documentary
301280,Loving Lulu,2.0,1993-03-01,96,"Comedy, Romance"
313029,The Women Men Marry,5.5,1937-09-10,61,Drama
641104,Unspoken,0.0,2024-10-11,95,Drama
90579,Super Fly T.N.T.,5.563,1973-06-15,87,Action
38595,The Passerby,6.2,1982-04-14,110,Drama
62793,Fill 'er Up with Super,6.2,1976-04-07,97,Comedy
14413,Saga of Tanya the Evil: The Movie,8.1,2019-02-08,98,"Animation, Action, War, Fantasy"
18943,La sedia della felicità,5.612,2014-04-24,89,Comedy
909381,Behind The Wall,0.0,2011-01-01,71,Documentary
99549,Se upp för Jönssonligan,4.3,2021-10-07,122,"Comedy, Crime"
48020,Amal,7.619,2007-09-13,101,Drama
28882,Viva! Django,7.1,1971-09-29,90,"Action, Western"
146960,La amargura de mi raza,5.0,1974-04-11,92,Drama
306415,Exception to the Rule,5.0,1997-01-01,98,Thriller
770768,The Track,0.0,1970-05-04,104,Drama
37106,Black Site Delta,5.391,2017-05-05,87,Action
158721,Space Battleship Yamato 2202: Warriors of Love,9.0,2017-02-25,90,"Action, Animation, Science Fiction, Fantasy"
225572,Boys?,1.0,1996-08-30,91,"Comedy, Romance"
922251,Wind from East,0.0,1940-06-06,88,"History, Drama"
122976,Wagner's Dream,6.4,2012-06-20,115,Documentary
180212,The World and the Woman,3.5,1916-11-18,66,Drama
116810,Cooking Up Christmas,5.4,2020-12-15,90,Family
21956,Tubelight,5.5,2017-06-22,136,"Drama, War"
816961,A Wild Stream,0.0,2018-10-23,72,Documentary
18944,Today You Die,4.473,2005-09-13,92,"Action, Crime"
122155,The Perfect Bride,5.9,1991-06-26,94,"Horror, TV Movie, Thriller, Mystery, Drama"
204447,Hard To Kill,4.0,1992-01-01,90,Action
820474,Wundbrand,0.0,1994-02-13,79,Documentary
769572,Raa Raa,0.0,2011-10-07,126,"Comedy, Drama, Romance"
302992,Angel Target,5.0,1991-01-01,84,"Action, Drama"
87043,Can,6.6,2011-03-11,106,"Drama, Music, Romance"
223112,Ghost Image,5.5,2020-11-11,84,Romance
63233,For Marx...,6.8,2013-03-14,100,"Drama, Crime, Thriller"
16506,The Redeem Team,7.432,2022-10-07,98,Documentary
862592,Junk,0.0,2012-10-19,144,Comedy
814234,Moscow Central,0.0,1994-04-10,72,"Documentary, Comedy"
203292,Lost and Found,8.5,2013-10-22,94,"Comedy, Romance"
22066,Zebraman,6.301,2004-01-30,115,"Comedy, Action"
318407,39 Stripes,1.0,1979-04-15,61,Drama
935248,B Like Beautiful,0.0,2005-12-31,85,Romance
746679,Dum U Zlateho usvitu,0.0,2009-12-25,93,"TV Movie, Fantasy"
920257,See you later Cowabunga: La maldición del cenachero diabólico!,0.0,2004-03-06,70,"Horror, Comedy"
90514,Cirque du Soleil: O,8.3,2017-12-27,94,"Fantasy, Family"
204004,Passion,6.5,1992-04-25,108,"Drama, Crime, Romance"
23746,The Trap,4.992,2019-04-01,90,Comedy
152862,Girl on the Run,6.3,1953-12-15,64,"Crime, Mystery"
237623,Zombie Island,10.0,2019-04-06,76,"Action, Horror"
64485,The Swamp of the Ravens,4.7,1974-04-29,87,Horror
10250,Happythankyoumoreplease,6.494,2011-03-04,100,"Comedy, Drama, Romance"
798257,Spring Comes from the Ladies,0.0,1932-01-29,74,Drama
886899,The Vagabond Queen,0.0,1929-05-11,62,Comedy
930007,Gnana Kirukkan,0.0,2014-11-14,120,Drama
21432,The Snow Queen: Mirror Lands,7.734,2018-12-21,87,"Family, Animation, Adventure, Comedy, Fantasy"
671653,Ramana Maharshi Foundation UK: discussion with Michael James on Nāṉ Ār? paragraph 2,0.0,2018-01-13,111,Documentary
113090,Miss Arizona,5.6,1988-02-04,95,"Drama, Music, War"
212287,The Buckaroo Kid,5.5,1926-11-14,64,Western
776431,Naughty Alysha's My Whore Life 9,0.0,2015-12-28,94,Adventure
3501,Insidious: The Red Door,6.85,2023-07-05,107,"Horror, Mystery, Thriller"
126115,Women Are Better Diplomats,5.2,1941-10-31,93,"Romance, Music, Comedy, History"
224500,Missing,4.0,2007-10-09,92,Thriller
898598,Lawak Ke Der 2016,0.0,2016-05-05,135,Comedy
309807,Scoopers,5.0,1987-12-01,60,"Animation, Science Fiction, Comedy"
161330,Ace of Aces,6.7,1933-10-20,76,"Drama, War"
158117,The Manila Rope,5.0,1976-09-28,75,"War, Drama"
91288,The Highway Crossing,6.071,1999-03-19,64,"Comedy, Drama"
197123,Doctor Who: Death to the Daleks,7.0,1974-03-16,100,"Drama, Action, Adventure, Science Fiction, TV Movie"
404216,I Held A Secret Comedy Show,0.0,2023-05-27,113,"Comedy, Documentary"
259943,Ojalá que te mueras,5.0,2002-12-31,90,Action
69302,Hit List,5.8,2011-10-05,90,"Comedy, Romance, TV Movie"
215899,And Now Tomorrow,6.0,1944-11-22,86,"Drama, Romance"
191035,Thrishanku,7.0,2023-05-26,112,"Romance, Comedy"
529895,Die Tochter des Mehemed,0.0,1919-08-15,66,"Drama, Romance"
251188,Exceptional Beings,2.0,2023-01-31,97,Fantasy
